gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
GATA4,NM_002052,hsa-miR-15a,rs1062270,"Congenital heart disease",493,
GATA4,NM_002052,hsa-miR-497,rs1062270,"Congenital heart disease",493,
TET1,NM_030625,hsa-miR-29a,rs5030882,"Late onset Alzheimer's Disease",494,Yes
TET1,NM_030625,hsa-miR-29c,rs5030882,"Late onset Alzheimer's Disease",494,
TET1,NM_030625,hsa-miR-29b,rs5030882,"Late onset Alzheimer's Disease",494,Yes
TET1,NM_030625,hsa-miR-29c,rs5030882,"Late onset Alzheimer's Disease",494,
TET1,NM_030625,hsa-miR-29b,rs5030882,"Late onset Alzheimer's Disease",494,Yes
TET1,NM_030625,hsa-miR-29c,rs5030882,"Late onset Alzheimer's Disease",494,
TET1,NM_030625,hsa-miR-29b,rs5030882,"Late onset Alzheimer's Disease",494,Yes
DICER1,NM_001195573,hsa-miR-15b,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-15a,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-16,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-195,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-497,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-424,rs3742330,"Esophageal cancer, Oral premalignant",494,
DICER1,NM_001195573,hsa-miR-103,rs3742330,"Esophageal cancer, Oral premalignant",494,Yes
DICER1,NM_001195573,hsa-miR-107,rs3742330,"Esophageal cancer, Oral premalignant",494,Yes
CD247,NM_198053,hsa-miR-330-5p,rs1052231,"Systemic lupus erythematosus",496,
CD247,NM_198053,hsa-miR-326,rs1052231,"Systemic lupus erythematosus",496,
ESR1,NM_001122740,hsa-miR-18,rs3798577,"Breast cancer, Anorexia nervosa",496,
ESR1,NM_001122740,hsa-miR-18,rs3798577,"Breast cancer, Anorexia nervosa",496,
ADRA2A,NM_000681,hsa-miR-339-5p,rs11195419,"Suicidal behavior",-496,
NR4A1,NM_002135,hsa-miR-124,rs2603751,"Tardive dyskinesia",496,
NR4A1,NM_002135,hsa-miR-506,rs2603751,"Tardive dyskinesia",496,
ADAMTSL3,NM_207517,hsa-miR-19b,rs2135551,Schizophrenia,496,
ADAMTSL3,NM_207517,hsa-miR-19a,rs2135551,Schizophrenia,496,
ADAMTSL3,NM_207517,hsa-miR-19b,rs2135551,Schizophrenia,496,
ADAMTSL3,NM_207517,hsa-miR-19a,rs2135551,Schizophrenia,496,
MYH9,NM_002473,hsa-miR-124,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-496,Yes
MYH9,NM_002473,hsa-miR-506,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-496,
PRX,NM_020956,hsa-miR-27b,rs268671,"Inflammatory disease",497,
PRX,NM_020956,hsa-miR-27a,rs268671,"Inflammatory disease",497,
CELSR2,NM_001408,hsa-miR-214,rs12740374,"Polygenic dyslipidemia",498,
GZF1,NM_022482,hsa-miR-189,rs7988,Schizophrenia,-498,
EIF4B,NM_001417,hsa-miR-150,rs4825,"Late onset Alzheimer's Disease",-498,
MYH9,NM_002473,hsa-miR-9,rs12107,"Focal segmental glomerulosclerosis, Hypertension-associated endstage renal disease (ESRD)",499,
CHRNA2,NM_000742,hsa-miR-197,rs2292974,"Nicotine dependence",499,
CDK5R1,NM_003885,hsa-miR-25,rs735555,"Alzheimer's disease",-499,
HTR2A,NM_000621,hsa-miR-203,rs3125,"Bipolar disorder",-500,
CNR1,NM_033181,hsa-miR-200a,rs16880248,"Attention deficit/hyperactivity disorder",500,
ONECUT2,NM_004852,hsa-miR-181a,rs3848516,"Rheumatoid arthritis",-502,
ONECUT2,NM_004852,hsa-miR-181d,rs3848516,"Rheumatoid arthritis",-502,
ONECUT2,NM_004852,hsa-miR-181c,rs3848516,"Rheumatoid arthritis",-502,
ONECUT2,NM_004852,hsa-miR-181b,rs3848516,"Rheumatoid arthritis",-502,
PPARA,NM_005036,hsa-miR-22,rs3892755,Atherosclerosis,-502,Yes
IGF1R,NM_000875,hsa-let-7c,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-miR-98,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-miR-202,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7e,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7d,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7a,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7f,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7i,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7b,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7g,rs2016347,"Breast cancer",503,
ONECUT2,NM_004852,hsa-miR-543,rs3848516,"Rheumatoid arthritis",-503,
GREM1,NM_013372,hsa-miR-23a,rs1129456,"Diabetic nephropathy",504,
GREM1,NM_013372,hsa-miR-23b,rs1129456,"Diabetic nephropathy",504,
ADIPOR2,NM_024551,hsa-miR-149,rs12342,"Insulin resistance syndrome",505,
GREM1,NM_013372,hsa-miR-23a,rs1129456,"Diabetic nephropathy",505,
GREM1,NM_013372,hsa-miR-23b,rs1129456,"Diabetic nephropathy",505,
GREM1,NM_013372,hsa-miR-23b,rs1129456,"Diabetic nephropathy",505,
GREM1,NM_013372,hsa-miR-23a,rs1129456,"Diabetic nephropathy",505,
NLGN4X,NM_181332,hsa-miR-190b,rs3810686,"Nonspecific mental retardation",-507,
NLGN4X,NM_181332,hsa-miR-190,rs3810686,"Nonspecific mental retardation",-507,
EFNB2,NM_004093,hsa-miR-19b,rs9520087,Schizophrenia,-507,
EFNB2,NM_004093,hsa-miR-19a,rs9520087,Schizophrenia,-507,
EFNB2,NM_004093,hsa-miR-19b,rs9520087,Schizophrenia,-507,
EFNB2,NM_004093,hsa-miR-19a,rs9520087,Schizophrenia,-507,
MYH9,NM_002473,hsa-miR-542-3p,rs12107,"Focal segmental glomerulosclerosis, Hypertension-associated endstage renal disease (ESRD)",-508,
CD24,NM_013230,hsa-miR-599,rs3838646,"Multiple sclerosis, Arteritis",-509,
FOSB,NM_001114171,hsa-miR-410,rs1049739,Autism,509,
CLOCK,NM_004898,hsa-miR-106a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-510,
CLOCK,NM_004898,hsa-miR-106a,rs1801260,"Insomnia, Metabolic syndrome, Attention deficit/hyperactivity disorder",-510,
C6orf62,NM_030939,hsa-miR-101,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-144,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-101,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-144,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-199a*,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-199a*,rs3756814,"Developmental dyslexia",-510,
C6orf62,NM_030939,hsa-miR-144,rs3756814,"Developmental dyslexia",-510,
TOM1L2,NM_001082968,hsa-miR-496,rs2236513,"Type 2 diabetes",-510,
SOCS3,NM_003955,hsa-miR-218,rs4969169,Obesity,510,
SOCS3,NM_003955,hsa-miR-218,rs4969169,Obesity,510,
SOCS3,NM_003955,hsa-miR-218,rs4969169,Obesity,510,
MYH9,NM_002473,hsa-miR-758,rs12107,"Focal segmental glomerulosclerosis, Hypertension-associated endstage renal disease (ESRD)",-510,
IL10,NM_000572,hsa-miR-543,rs3024498,"Colorectal cancer, Asthma",-510,
SOCS3,NM_003955,hsa-miR-148b,rs4969168,Obesity,-511,
SOCS3,NM_003955,hsa-miR-152,rs4969168,Obesity,-511,
SOCS3,NM_003955,hsa-miR-148a,rs4969168,Obesity,-511,
FOSB,NM_001114171,hsa-miR-374a,rs1049739,Autism,511,
FOSB,NM_001114171,hsa-miR-374b,rs1049739,Autism,511,
FSTL1,NM_007085,hsa-miR-29b,rs1700,Schizophrenia,512,
FSTL1,NM_007085,hsa-miR-29c,rs1700,Schizophrenia,512,
FSTL1,NM_007085,hsa-miR-29a,rs1700,Schizophrenia,512,
FSTL1,NM_007085,hsa-miR-29b,rs1700,Schizophrenia,512,
FSTL1,NM_007085,hsa-miR-29c,rs1700,Schizophrenia,512,
FSTL1,NM_007085,hsa-miR-29a,rs1700,Schizophrenia,512,
IGFBP5,NM_000599,hsa-miR-203,rs3276,"Metabolic syndrome",512,
NLGN4X,NM_181332,hsa-miR-376b,rs1882260,"Nonspecific mental retardation",-513,
NLGN4X,NM_181332,hsa-miR-376a,rs1882260,"Nonspecific mental retardation",-513,
PDE4D,NM_001165899,hsa-miR-375,rs829259,"Obstructive pulmonary disease",-514,
PDE4D,NM_001165899,hsa-miR-375,rs829259,"Obstructive pulmonary disease",-514,
MTRR,NM_002454,hsa-miR-361-5p,rs10520873,Obesity,514,
SLC1A1,NM_004170,hsa-miR-23b,rs3087879,Obesity,514,
SLC1A1,NM_004170,hsa-miR-23a,rs3087879,Obesity,514,
SOCS3,NM_003955,hsa-miR-383,rs4969168,Obesity,-514,
PTGIS,NM_000961,hsa-miR-337,rs5602,"Myocardial infarction",514,
CCDC117,NM_173510,hsa-miR-30e,rs5762795,"Inflammatory bowel disease",-514,
CCDC117,NM_173510,hsa-miR-30a,rs5762795,"Inflammatory bowel disease",-514,
CCDC117,NM_173510,hsa-miR-30b,rs5762795,"Inflammatory bowel disease",-514,
CCDC117,NM_173510,hsa-miR-30c,rs5762795,"Inflammatory bowel disease",-514,
CCDC117,NM_173510,hsa-miR-30d,rs5762795,"Inflammatory bowel disease",-514,
SLC1A1,NM_004170,hsa-miR-23a,rs3087879,Obesity,515,
SLC1A1,NM_004170,hsa-miR-23b,rs3087879,Obesity,515,
GREM1,NM_013372,hsa-miR-128,rs1129456,"Diabetic nephropathy",515,
GREM1,NM_013372,hsa-miR-128b,rs1129456,"Diabetic nephropathy",515,
GREM1,NM_013372,hsa-miR-128a,rs1129456,"Diabetic nephropathy",515,
LPHN1,NM_014921,hsa-miR-9,rs3810256,"Rheumatoid arthritis",515,
CCDC117,NM_173510,hsa-miR-30b,rs5762795,"Inflammatory bowel disease",-515,
CCDC117,NM_173510,hsa-miR-30e,rs5762795,"Inflammatory bowel disease",-515,
CCDC117,NM_173510,hsa-miR-30c,rs5762795,"Inflammatory bowel disease",-515,
CCDC117,NM_173510,hsa-miR-30a-5p,rs5762795,"Inflammatory bowel disease",-515,
CCDC117,NM_173510,hsa-miR-30d,rs5762795,"Inflammatory bowel disease",-515,
CNR1,NM_033181,hsa-miR-181b,rs12720071,"Nicotine dependence, Substance dependence",-515,
CNR1,NM_033181,hsa-miR-181a,rs12720071,"Nicotine dependence, Substance dependence",-515,
CNR1,NM_033181,hsa-miR-181c,rs12720071,"Nicotine dependence, Substance dependence",-515,
CNR1,NM_033181,hsa-miR-181c,rs12720071,"Nicotine dependence, Substance dependence",-515,
CNR1,NM_033181,hsa-miR-181a,rs12720071,"Nicotine dependence, Substance dependence",-515,
CNR1,NM_033181,hsa-miR-181b,rs12720071,"Nicotine dependence, Substance dependence",-515,
TOR1A,NM_000113,hsa-miR-494,rs3842225,"Focal dystonia",516,
TET1,NM_030625,hsa-miR-141,rs5030882,"Late onset Alzheimer's Disease",516,
TET1,NM_030625,hsa-miR-200a,rs5030882,"Late onset Alzheimer's Disease",516,
BDNF,NM_170731,hsa-miR-10a,rs41282918,"Major depressive disorder",516,
BDNF,NM_170731,hsa-miR-10b,rs41282918,"Major depressive disorder",516,
BDNF,NM_170731,hsa-miR-10b,rs41282918,"Major depressive disorder",516,
BDNF,NM_170731,hsa-miR-10b,rs41282918,"Major depressive disorder",516,
TPM3,NM_001043353,hsa-miR-206,rs1051370,"Lung cancer",516,
TPM3,NM_001043353,hsa-miR-1,rs1051370,"Lung cancer",516,Yes
TPM3,NM_001043353,hsa-miR-206,rs1051370,"Lung cancer",516,
TPM3,NM_001043353,hsa-miR-1,rs1051370,"Lung cancer",516,Yes
CDK5R1,NM_003885,hsa-miR-183,rs735555,"Alzheimer's disease",-516,
CDK5R1,NM_003885,hsa-miR-183,rs735555,"Alzheimer's disease",-516,
FSTL1,NM_007085,hsa-miR-9,rs1700,Schizophrenia,518,
SERPINE1,NM_001165413,hsa-miR-30b,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30a,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30e,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30d,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30c,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30d,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30a-5p,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30b,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30e,rs2227714,"Portopulmonary hypertension",518,
SERPINE1,NM_001165413,hsa-miR-30c,rs2227714,"Portopulmonary hypertension",518,
MBD2,NM_003927,hsa-miR-142-5p,rs1259938,"Breast cancer",518,
CELSR2,NM_001408,hsa-miR-485-5p,rs12740374,"Polygenic dyslipidemia",520,
KCNJ10,NM_002241,hsa-miR-17-5p,rs1053074,Schizophrenia,522,
ATP6V1A,NM_001690,hsa-miR-200a,rs12736,"Type 2 diabetes",-523,
ATP6V1A,NM_001690,hsa-miR-141,rs12736,"Type 2 diabetes",-523,
FOXF2,NM_001452,hsa-miR-200c,rs45600838,"Disorders of sex development",-523,
FOXF2,NM_001452,hsa-miR-429,rs45600838,"Disorders of sex development",-523,
FOXF2,NM_001452,hsa-miR-200b,rs45600838,"Disorders of sex development",-523,
TXNDC5,NM_001145549,hsa-miR-183,rs7764128,"Nonsegmental vitiligo",523,
SERPINE1,NM_001165413,hsa-miR-224,rs2227714,"Portopulmonary hypertension",523,
FAS,NM_152872,hsa-let-7a,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7g,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7b,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7d,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-miR-98,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7f,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7i,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7c,rs1468063,"Alzheimer's disease",523,
FAS,NM_152872,hsa-let-7e,rs1468063,"Alzheimer's disease",523,
SOCS3,NM_003955,hsa-miR-455-5p,rs4969169,Obesity,523,
JDP2,NM_001135047,hsa-miR-101,rs8215,"Intracranial aneurysms",-523,
SERPINE1,NM_001165413,hsa-miR-224,rs2227714,"Portopulmonary hypertension",524,
GATA3,NM_002051,hsa-miR-374,rs1058240,Rhinitis,-524,
GATA3,NM_002051,hsa-miR-374,rs1058240,Rhinitis,-524,
MYH9,NM_002473,hsa-miR-142-3p,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-524,
MYH9,NM_002473,hsa-miR-142-3p,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-524,
MYH9,NM_002473,hsa-miR-142-3p,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-524,
RPA1,NM_002945,hsa-miR-361-5p,rs5030740,"Premenopausal breast cancer risk",-525,
GYS1,NR_027763,hsa-miR-506,rs1042265,"Multiple myeloma",525,
GYS1,NR_027763,hsa-miR-124,rs1042265,"Multiple myeloma",525,
JDP2,NM_001135047,hsa-miR-139-5p,rs8215,"Intracranial aneurysms",-525,
CD24,NM_013230,hsa-miR-653,rs3838646,"Multiple sclerosis, Arteritis",526,
NTRK3,NM_001007156,hsa-let-7c,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7a,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7f,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-miR-98,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-miR-202,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7d,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7i,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7b,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7e,rs28521337,"Anxiety disorders",-526,
NTRK3,NM_001007156,hsa-let-7g,rs28521337,"Anxiety disorders",-526,
CNR1,NM_033181,hsa-miR-19a,rs12720071,"Nicotine dependence, Substance dependence",-526,
CNR1,NM_033181,hsa-miR-19b,rs12720071,"Nicotine dependence, Substance dependence",-526,
CNR1,NM_033181,hsa-miR-19a,rs12720071,"Nicotine dependence, Substance dependence",-526,
CNR1,NM_033181,hsa-miR-19b,rs12720071,"Nicotine dependence, Substance dependence",-526,
GATA3,NM_002051,hsa-miR-433,rs1058240,Rhinitis,527,
CPLX2,NM_001008220,hsa-miR-449b,rs3822674,Schizophrenia,-528,
CPLX2,NM_001008220,hsa-miR-449a,rs3822674,Schizophrenia,-528,
CPLX2,NM_001008220,hsa-miR-34a,rs3822674,Schizophrenia,-528,
CPLX2,NM_001008220,hsa-miR-34c-5p,rs3822674,Schizophrenia,-528,
ACVR2A,NM_001616,hsa-miR-27a,rs13430086,Pre-eclampsia,529,
ACVR2A,NM_001616,hsa-miR-27b,rs13430086,Pre-eclampsia,529,
ADAMTSL3,NM_207517,hsa-miR-27b,rs2135551,Schizophrenia,529,
ADAMTSL3,NM_207517,hsa-miR-27a,rs2135551,Schizophrenia,529,
ADAMTSL3,NM_207517,hsa-miR-27b,rs2135551,Schizophrenia,529,
ADAMTSL3,NM_207517,hsa-miR-27a,rs2135551,Schizophrenia,529,
ADAMTSL3,NM_207517,hsa-miR-27b,rs2135551,Schizophrenia,529,
ADAMTSL3,NM_207517,hsa-miR-27a,rs2135551,Schizophrenia,529,
ACVR2A,NM_001616,hsa-miR-128,rs13430086,Pre-eclampsia,530,
SNAP25,NM_003081,hsa-miR-613,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-1,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-206,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-206,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-1,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-206,rs8636,Schizophrenia,530,
SNAP25,NM_003081,hsa-miR-1,rs8636,Schizophrenia,530,
CASP3,NM_004346,hsa-miR-138,rs6948,"Non-Hodgkin lymphoma",531,
ADIPOR2,NM_024551,hsa-miR-485-5p,rs1044471,"Type 2 diabetes",-531,
BDNF,NM_170731,hsa-miR-381,rs41282918,"Major depressive disorder",532,
BDNF,NM_170731,hsa-miR-300,rs41282918,"Major depressive disorder",532,
PTRF,NM_012232,hsa-miR-370,rs9252,"Secondary deficiency of caveolins",532,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-301,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-301,rs945453,"Breast cancer",-532,
IGFBP5,NM_000599,hsa-miR-136,rs3276,"Metabolic syndrome",532,
GATA3,NM_002051,hsa-miR-200c,rs1058240,Rhinitis,533,
BHLHE41,NM_030762,hsa-miR-214,rs1048155,"Bipolar disorder",533,
BHLHE41,NM_030762,hsa-miR-214,rs1048155,"Bipolar disorder",533,
IGF1,NM_001111283,hsa-miR-377,rs6220,"Breast cancer",533,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-533,
IGFBP5,NM_000599,hsa-miR-136,rs3276,"Metabolic syndrome",533,
GZF1,NM_022482,hsa-miR-124a,rs7988,Schizophrenia,534,
TPD52,NM_005079,hsa-miR-218,rs1042638,"Breast cancer",-535,
BHLHE41,NM_030762,hsa-miR-424,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-497,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-107,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-103,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-103,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-107,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",535,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",535,
SOCS3,NM_003955,hsa-miR-181a,rs4969168,Obesity,-535,
SOCS3,NM_003955,hsa-miR-181c,rs4969168,Obesity,-535,
SOCS3,NM_003955,hsa-miR-181d,rs4969168,Obesity,-535,
SOCS3,NM_003955,hsa-miR-181b,rs4969168,Obesity,-535,
BRCA1,NR_027676,hsa-miR-197,rs1799966,Glioblastoma,-535,
MET,NM_001127500,hsa-miR-340,rs1621,"Chronic rhinosinusitis",536,Yes
DLG5,NM_004747,hsa-miR-19b,rs2165047,"Crohn's disease",-536,
DLG5,NM_004747,hsa-miR-19a,rs2165047,"Crohn's disease",-536,
DLG5,NM_004747,hsa-miR-19b,rs2165047,"Crohn's disease",-536,
DLG5,NM_004747,hsa-miR-19a,rs2165047,"Crohn's disease",-536,
IGF1,NM_001111283,hsa-miR-128,rs6220,"Breast cancer",536,
ESR1,NM_001122740,hsa-miR-300,rs3798577,"Breast cancer, Anorexia nervosa",537,
ESR1,NM_001122740,hsa-miR-381,rs3798577,"Breast cancer, Anorexia nervosa",537,
DLG5,NM_004747,hsa-miR-301a,rs2165047,"Crohn's disease",-537,
DLG5,NM_004747,hsa-miR-301b,rs2165047,"Crohn's disease",-537,
DLG5,NM_004747,hsa-miR-130b,rs2165047,"Crohn's disease",-537,
DLG5,NM_004747,hsa-miR-454,rs2165047,"Crohn's disease",-537,
DLG5,NM_004747,hsa-miR-130a,rs2165047,"Crohn's disease",-537,
SOCS3,NM_003955,hsa-miR-221,rs4969168,Obesity,-537,
SOCS3,NM_003955,hsa-miR-222,rs4969168,Obesity,-537,
SNAP25,NM_003081,hsa-miR-27a,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-27b,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-27a,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-27b,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-128a,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-128b,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-27a,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-128a,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-128b,rs8636,Schizophrenia,537,
SNAP25,NM_003081,hsa-miR-27b,rs8636,Schizophrenia,537,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-424,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-497,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-103,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-107,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-103,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-16,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-195,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15a,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-15b,rs1048155,"Bipolar disorder",538,
BHLHE41,NM_030762,hsa-miR-107,rs1048155,"Bipolar disorder",538,
BRCA1,NR_027676,hsa-miR-205,rs1799966,Glioblastoma,-538,
DLG5,NM_004747,hsa-miR-373,rs2165047,"Crohn's disease",-539,
DLG5,NM_004747,hsa-miR-373,rs2165047,"Crohn's disease",-539,
MYH9,NM_002473,hsa-miR-30b,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-539,
MYH9,NM_002473,hsa-miR-30d,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-539,
MYH9,NM_002473,hsa-miR-30e,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-539,
MYH9,NM_002473,hsa-miR-30a-5p,rs7078,"Focal segmental glomerulosclerosis, Cleft palate, Hypertension-associated endstage renal disease (ESRD)",-539,
SLC25A27,NM_004277,hsa-miR-142-5p,rs2270450,Schizophrenia,541,
PDE4D,NM_001165899,hsa-miR-26b,rs829259,"Obstructive pulmonary disease",-542,
PDE4D,NM_001165899,hsa-miR-26a,rs829259,"Obstructive pulmonary disease",-542,
